price,security_deposit,cleaning_fee,availability_365,review_scores_value
242,805.2062841530054,107.0,220.44979367262724,9.305147058823529
399,805.2062841530054,150.0,220.44979367262724,9.0
221,805.2062841530054,104.45833333333333,320.0,9.0
250,400.0,185.0,131.0,9.0
239,805.2062841530054,50.0,218.0,10.0
48,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
311,805.2062841530054,156.0,152.0,10.0
125,125.0,125.0,364.0,9.305147058823529
87,150.0,75.0,255.0,9.0
239,805.2062841530054,200.0,365.0,10.0
3301,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
42,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
94,805.2062841530054,69.0,313.0,10.0
59,150.0,50.0,68.0,9.0
155,200.0,30.0,217.0,10.0
298,2800.0,350.0,178.0,9.305147058823529
65,805.2062841530054,104.45833333333333,220.44979367262724,9.0
199,150.0,20.0,222.0,9.0
45,100.0,20.0,365.0,9.0
385,805.2062841530054,104.45833333333333,365.0,9.305147058823529
746,5595.0,242.0,220.44979367262724,9.0
70,500.0,16.0,220.44979367262724,10.0
90,805.2062841530054,104.45833333333333,365.0,9.305147058823529
42,805.2062841530054,104.45833333333333,220.44979367262724,9.0
174,500.0,165.0,176.0,9.0
55,805.2062841530054,104.45833333333333,251.0,10.0
1600,805.2062841530054,104.45833333333333,365.0,9.305147058823529
589,805.2062841530054,104.45833333333333,20.0,10.0
1201,805.2062841530054,104.45833333333333,180.0,9.305147058823529
160,805.2062841530054,150.0,296.0,10.0
220,805.2062841530054,60.0,220.44979367262724,10.0
314,785.0,157.0,220.44979367262724,9.305147058823529
200,805.2062841530054,50.0,365.0,9.305147058823529
595,500.0,104.45833333333333,358.0,10.0
679,805.2062841530054,104.45833333333333,220.44979367262724,8.0
81,1200.0,140.0,283.0,9.0
399,805.2062841530054,104.45833333333333,365.0,8.0
317,805.2062841530054,104.45833333333333,354.0,8.0
85,805.2062841530054,104.45833333333333,343.0,10.0
90,200.0,30.0,220.44979367262724,9.0
951,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
56,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
99,250.0,200.0,103.0,9.0
125,250.0,40.0,199.0,10.0
40,805.2062841530054,104.45833333333333,220.44979367262724,10.0
564,805.2062841530054,104.45833333333333,328.0,9.0
101,900.0,70.0,155.0,10.0
65,805.2062841530054,50.0,85.0,10.0
36,805.2062841530054,5.0,316.0,9.0
80,275.0,104.45833333333333,232.0,10.0
132,805.2062841530054,104.45833333333333,90.0,9.305147058823529
264,805.2062841530054,104.45833333333333,363.0,9.305147058823529
125,805.2062841530054,150.0,59.0,9.0
125,150.0,70.0,53.0,9.0
221,805.2062841530054,104.45833333333333,49.0,7.0
650,1000.0,500.0,33.0,9.0
280,947.0,153.0,340.0,9.0
75,805.2062841530054,104.45833333333333,352.0,9.0
322,805.2062841530054,104.45833333333333,338.0,8.0
559,805.2062841530054,268.0,338.0,9.0
112,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
30,805.2062841530054,104.45833333333333,220.44979367262724,9.0
42,805.2062841530054,5.0,354.0,9.0
209,309.0,180.0,220.44979367262724,9.0
53,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
50,805.2062841530054,104.45833333333333,233.0,9.0
595,500.0,104.45833333333333,358.0,10.0
475,805.2062841530054,119.0,259.0,9.0
60,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
70,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
2201,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
80,805.2062841530054,30.0,75.0,10.0
45,90.0,25.0,249.0,10.0
1303,5000.0,104.45833333333333,262.0,9.0
85,805.2062841530054,104.45833333333333,3.0,10.0
75,805.2062841530054,104.45833333333333,364.0,9.305147058823529
49,805.2062841530054,104.45833333333333,329.0,10.0
110,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
5595,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
38,805.2062841530054,19.0,88.0,9.0
30,805.2062841530054,104.45833333333333,358.0,10.0
139,500.0,40.0,25.0,9.0
69,805.2062841530054,79.0,346.0,9.0
97,805.2062841530054,90.0,312.0,9.0
200,805.2062841530054,104.45833333333333,347.0,10.0
100,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
84,805.2062841530054,42.0,363.0,9.305147058823529
205,380.0,42.0,321.0,10.0
70,805.2062841530054,20.0,220.44979367262724,9.305147058823529
345,300.0,104.45833333333333,158.0,10.0
131,367.0,260.0,323.0,9.0
95,805.2062841530054,104.45833333333333,364.0,10.0
250,805.2062841530054,104.45833333333333,90.0,10.0
90,200.0,99.0,296.0,10.0
150,200.0,55.0,280.0,10.0
85,805.2062841530054,104.45833333333333,220.44979367262724,10.0
135,805.2062841530054,124.0,301.0,9.0
35,805.2062841530054,25.0,196.0,9.0
350,300.0,350.0,252.0,10.0
70,150.0,80.0,256.0,10.0
151,805.2062841530054,20.0,220.44979367262724,9.0
351,805.2062841530054,199.0,356.0,9.0
148,805.2062841530054,104.45833333333333,365.0,9.305147058823529
527,200.0,70.0,108.0,9.0
150,200.0,150.0,77.0,9.0
68,805.2062841530054,25.0,220.44979367262724,10.0
246,805.2062841530054,157.0,337.0,9.0
502,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
165,250.0,60.0,65.0,10.0
80,805.2062841530054,50.0,290.0,10.0
1701,805.2062841530054,104.45833333333333,88.0,9.305147058823529
351,1000.0,115.0,220.44979367262724,8.0
2499,2500.0,200.0,362.0,9.305147058823529
70,805.2062841530054,20.0,210.0,10.0
225,2000.0,200.0,220.44979367262724,10.0
255,300.0,90.0,129.0,10.0
171,900.0,200.0,220.44979367262724,9.0
30,805.2062841530054,104.45833333333333,220.44979367262724,9.0
349,805.2062841530054,104.45833333333333,250.0,8.0
287,805.2062841530054,104.45833333333333,180.0,9.305147058823529
115,3500.0,300.0,220.44979367262724,10.0
50,805.2062841530054,15.0,220.44979367262724,9.0
90,805.2062841530054,60.0,220.44979367262724,9.0
322,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
560,1000.0,200.0,358.0,10.0
2802,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
351,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
152,400.0,165.0,92.0,10.0
130,250.0,104.45833333333333,176.0,10.0
61,100.0,30.0,252.0,8.0
148,805.2062841530054,80.0,365.0,9.305147058823529
195,250.0,104.45833333333333,365.0,8.0
597,805.2062841530054,104.45833333333333,357.0,9.0
100,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
30,805.2062841530054,10.0,144.0,10.0
150,805.2062841530054,104.45833333333333,310.0,10.0
351,805.2062841530054,150.0,349.0,9.305147058823529
121,536.0,48.0,365.0,9.305147058823529
25,805.2062841530054,10.0,220.0,10.0
999,3000.0,250.0,220.44979367262724,9.0
63,805.2062841530054,104.45833333333333,364.0,9.305147058823529
277,100.0,100.0,329.0,9.0
135,805.2062841530054,145.0,271.0,10.0
448,805.2062841530054,104.45833333333333,365.0,9.305147058823529
630,3000.0,150.0,220.44979367262724,10.0
231,200.0,168.0,261.0,8.0
200,250.0,215.0,137.0,9.0
142,500.0,104.45833333333333,340.0,9.305147058823529
75,805.2062841530054,104.45833333333333,321.0,10.0
97,200.0,60.0,328.0,9.0
165,200.0,150.0,289.0,10.0
264,805.2062841530054,211.0,17.0,9.305147058823529
369,805.2062841530054,264.0,358.0,9.305147058823529
78,120.0,7.0,220.44979367262724,9.305147058823529
597,805.2062841530054,104.45833333333333,348.0,9.0
35,805.2062841530054,10.0,220.44979367262724,9.0
3544,805.2062841530054,373.0,163.0,10.0
81,240.0,25.0,270.0,9.0
1099,1000.0,500.0,220.44979367262724,8.0
84,805.2062841530054,104.45833333333333,324.0,9.0
150,150.0,100.0,220.44979367262724,10.0
701,4000.0,200.0,347.0,8.0
149,300.0,100.0,220.44979367262724,10.0
35,805.2062841530054,5.0,361.0,9.0
53,805.2062841530054,25.0,280.0,9.0
298,805.2062841530054,150.0,282.0,10.0
127,3005.0,170.0,80.0,9.0
112,805.2062841530054,29.0,120.0,10.0
799,500.0,104.45833333333333,358.0,9.0
500,805.2062841530054,329.0,191.0,10.0
245,500.0,270.0,96.0,10.0
39,805.2062841530054,104.45833333333333,43.0,10.0
25,805.2062841530054,104.45833333333333,220.44979367262724,8.0
765,805.2062841530054,104.45833333333333,357.0,9.0
88,200.0,100.0,334.0,9.0
82,200.0,100.0,305.0,9.0
324,500.0,104.45833333333333,358.0,10.0
45,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
269,805.2062841530054,399.0,225.0,8.0
299,805.2062841530054,225.0,132.0,10.0
502,7000.0,200.0,89.0,10.0
1000,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
502,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
49,500.0,104.45833333333333,286.0,10.0
65,805.2062841530054,100.0,348.0,10.0
80,805.2062841530054,104.45833333333333,230.0,9.0
50,805.2062841530054,10.0,361.0,10.0
67,805.2062841530054,40.0,334.0,10.0
58,805.2062841530054,6.0,56.0,10.0
420,500.0,90.0,295.0,9.305147058823529
150,805.2062841530054,50.0,220.44979367262724,10.0
2496,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
34,805.2062841530054,104.45833333333333,220.44979367262724,10.0
578,805.2062841530054,187.0,358.0,9.305147058823529
560,805.2062841530054,37.0,365.0,9.305147058823529
75,805.2062841530054,15.0,63.0,9.0
20,805.2062841530054,104.45833333333333,220.44979367262724,9.0
36,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
60,805.2062841530054,15.0,84.0,10.0
142,100.0,98.0,298.0,9.0
400,805.2062841530054,204.0,306.0,9.0
50,805.2062841530054,10.0,297.0,10.0
240,805.2062841530054,104.45833333333333,88.0,9.305147058823529
168,400.0,104.45833333333333,363.0,9.0
60,100.0,50.0,220.44979367262724,10.0
195,805.2062841530054,104.45833333333333,365.0,9.305147058823529
35,805.2062841530054,104.45833333333333,235.0,10.0
299,500.0,200.0,73.0,10.0
32,805.2062841530054,104.45833333333333,339.0,9.0
249,1500.0,160.0,286.0,9.0
805,800.0,180.0,364.0,9.305147058823529
179,805.2062841530054,104.45833333333333,365.0,9.305147058823529
139,805.2062841530054,25.0,362.0,9.0
139,805.2062841530054,60.0,332.0,9.0
198,400.0,150.0,48.0,9.0
125,100.0,35.0,363.0,9.0
300,805.2062841530054,104.45833333333333,286.0,9.0
121,527.0,105.0,149.0,9.0
300,250.0,250.0,306.0,9.0
55,805.2062841530054,104.45833333333333,89.0,9.0
73,805.2062841530054,45.0,365.0,9.0
101,805.2062841530054,104.45833333333333,338.0,10.0
63,341.0,50.0,226.0,9.305147058823529
90,400.0,111.0,220.44979367262724,9.0
1529,805.2062841530054,560.0,365.0,9.305147058823529
119,805.2062841530054,165.0,259.0,9.0
1865,805.2062841530054,104.45833333333333,364.0,9.305147058823529
50,805.2062841530054,10.0,220.44979367262724,10.0
295,805.2062841530054,104.45833333333333,291.0,9.0
385,805.2062841530054,268.0,122.0,10.0
988,10000.0,300.0,173.0,9.305147058823529
129,250.0,90.0,311.0,10.0
30,805.2062841530054,104.45833333333333,220.44979367262724,9.0
140,805.2062841530054,55.0,14.0,10.0
933,9325.0,336.0,358.0,9.305147058823529
604,500.0,578.0,220.44979367262724,9.0
569,805.2062841530054,104.45833333333333,365.0,9.305147058823529
55,805.2062841530054,10.0,364.0,10.0
264,805.2062841530054,104.45833333333333,365.0,9.305147058823529
18,805.2062841530054,104.45833333333333,220.44979367262724,10.0
65,805.2062841530054,15.0,325.0,10.0
208,500.0,125.0,188.0,10.0
99,805.2062841530054,85.0,209.0,9.0
243,1000.0,104.45833333333333,365.0,8.0
78,500.0,120.0,220.44979367262724,9.305147058823529
200,1300.0,275.0,336.0,9.0
150,805.2062841530054,110.0,245.0,10.0
209,500.0,104.45833333333333,308.0,7.0
125,200.0,50.0,220.44979367262724,10.0
149,805.2062841530054,75.0,70.0,9.0
1044,5595.0,104.45833333333333,83.0,9.305147058823529
370,500.0,104.45833333333333,304.0,9.0
95,805.2062841530054,30.0,135.0,10.0
70,805.2062841530054,104.45833333333333,322.0,9.0
50,805.2062841530054,20.0,220.44979367262724,10.0
120,300.0,40.0,183.0,10.0
90,250.0,50.0,220.44979367262724,10.0
130,805.2062841530054,100.0,155.0,9.0
369,805.2062841530054,104.45833333333333,177.0,9.0
105,805.2062841530054,104.45833333333333,220.44979367262724,9.305147058823529
119,300.0,300.0,46.0,10.0
45,805.2062841530054,26.0,272.0,9.0
172,805.2062841530054,150.0,133.0,9.0
80,200.0,40.0,39.0,9.0
416,1000.0,200.0,220.44979367262724,10.0
63,805.2062841530054,50.0,112.0,10.0
205,400.0,50.0,71.0,10.0
254,500.0,80.0,220.44979367262724,10.0
267,805.2062841530054,100.0,69.0,9.305147058823529
151,150.0,50.0,220.44979367262724,9.305147058823529
261,805.2062841530054,130.0,330.0,9.0
451,805.2062841530054,100.0,220.44979367262724,9.305147058823529
75,1100.0,65.0,365.0,10.0
201,805.2062841530054,80.0,3.0,10.0
597,1000.0,200.0,220.44979367262724,9.305147058823529
