latitude,longitude,price,score
-22.9417998374,-43.1795801967,246,9
40.70998,-73.94854,225,10
40.69263,-73.99438,150,9
-33.88848,151.1965,171,10
-22.9841269414,-43.228556193,250,9
45.51028,-73.57179,55,9
40.72804,-73.95646,105,10
-33.89172,151.26826,55,10
45.5221,-73.58715,75,10
-33.86943,151.21842,650,9
45.49665,-73.55863,79,10
-22.8936986852,-43.3021363092,142,9
19.67155,-155.9943,150,10
40.70186,-73.92745,85,9
-22.9807220864,-43.1890854365,250,10
22.30039,114.17308,502,9
22.29937,114.17546,691,10
22.28515,114.15037,903,10
40.78465,-73.95735,133,7
-22.9705239269,-43.3984220638,1000,9
-22.9106385343,-43.182736348,112,10
-22.9265417392,-43.1784549752,179,9
41.05766,28.98327,158,8
45.54566,-73.59462,115,9
45.5993,-73.55486,60,9
41.03746,28.97483,90,9
41.39139,2.16424,599,10
-22.936918709,-43.1917732789,52,10
45.54904,-73.5824,150,10
20.69735,-156.4409,240,10
40.97602,29.06318,42,9
41.39922,2.15761,58,8
22.31463,114.16885,306,10
40.71112,-73.91932,60,10
40.76079,-73.93215000000001,65,9
45.52572,-73.58677,30,9
22.27878,114.18445,1492,8
-22.9529595754,-43.1925493134,317,10
-22.9388102984,-43.3560437487,399,10
-23.0116571367,-43.3280991983,108,10
19.9732,-155.22848,135,10
-22.9680008639,-43.1824157991,3499,9
41.04747,28.97895,47,9
-33.89605,151.26907,242,9
-22.9821766128,-43.2073140735,399,9
41.03154,28.98381,221,9
20.71322,-156.44365,250,9
40.75489,-73.9666,239,10
-22.9442925379,-43.253352483,48,9
20.7264,-156.44864,311,10
19.44148,-155.26935,125,9
41.39932,2.14733,87,9
-22.8950785471,-43.3470835419,239,10
-23.0075633344,-43.3342263471,3301,9
40.99743,29.02769,42,9
21.27551,-157.82302,94,10
41.40995,2.17502,59,9
41.39137,2.17434,155,10
-23.0040598774,-43.3495183255,298,9
41.13469,-8.60906,65,9
41.39726,2.16963,199,9
41.14791,-8.61184,45,9
41.00733,28.98026,385,9
-23.0155851392,-43.302529176,746,9
40.62883,-73.94586,70,10
41.03087,29.01992,90,9
45.51424,-73.56526,42,9
20.76438,-156.45649,174,9
41.35459,-8.44815,55,10
-22.988395638100002,-43.3584370166,1600,9
22.26824,114.18542,589,10
-22.9217630422,-43.2401308477,1201,9
20.76124,-156.45205,160,10
22.28392,114.13005,220,10
22.38087,113.99074,314,9
41.14143,-8.65161,200,9
20.93792,-156.6917,595,10
-22.9835204128,-43.2023558879,679,8
45.50286,-73.62797,81,9
-22.9690133311,-43.3935342323,399,8
-22.9501892845,-43.1812362948,317,8
41.14234,-8.60898,85,10
45.49165,-73.58208,90,9
-23.0195301047,-43.4659435588,951,9
-22.9358746316,-43.247235432,56,9
40.70126,-73.93285,99,9
41.15292,-8.61302,125,10
45.51891,-73.55889,40,10
41.00755,28.97218,564,9
-22.9516257709,-43.175214261,101,10
-33.90017,151.20377,65,10
41.14557,-8.6127,36,9
19.48649,-155.10302,80,10
41.04478,28.98542,132,9
41.00164,28.93254,264,9
20.70799,-156.44392,125,9
-33.8671,151.20677,125,9
41.03828,28.98179,221,7
19.50157,-154.81946,650,9
-22.9824131915,-43.1990101138,280,9
41.1455,-8.63001,75,9
41.03652,28.98247,322,8
41.02655,28.9739,559,9
-22.930049818,-43.3653496859,112,9
41.38719,2.18116,30,9
41.14655,-8.61297,42,9
-23.0087916373,-43.3645302631,209,9
-33.87351,151.1943,53,9
41.14543,-8.60033,50,9
20.93646,-156.69236,595,10
41.03832,28.98224,475,9
-22.9134160621,-43.1847163751,60,9
-33.89836,151.20691,70,9
-23.0121248121,-43.3172012226,2201,9
20.03697,-155.62344,80,10
41.15757,-8.59399,45,10
22.21846,114.21303,1303,9
-33.80031,151.29282,85,10
41.14107,-8.61318,75,9
41.40211,2.1643,49,10
40.803020000000004,-73.96511,110,9
-23.0082609731,-43.3223564186,5595,9
41.43038,2.17935,38,9
41.18877,-8.58364,30,10
-33.88875,151.27247,139,9
21.27567,-157.82262,69,9
21.28084,-157.8266,97,9
40.93334,-8.36356,200,10
41.17074,-8.68676,100,9
41.04908,28.99838,84,9
-22.970004403,-43.1882280053,205,10
-33.89275,151.27036,70,9
20.69055,-156.43546,345,10
-23.0233869214,-43.4908515489,131,9
41.38665,2.12933,95,10
-22.9684002104,-43.4186896743,250,10
21.48382,-158.20257,90,10
41.40604,2.175,150,10
40.67549,-73.98057,85,10
21.28133,-157.82776,135,9
41.16087,-8.6311,35,9
21.59125,-157.90285,350,10
41.38432,2.16666,70,10
-33.662,151.32223,151,9
-22.9841482543,-43.1942358854,351,9
41.06309,28.9985,148,9
41.37513,2.16663,527,9
21.27608,-157.82437,150,9
45.5084,-73.57711,68,10
21.87821,-159.46122,246,9
22.40435,113.9801,502,9
40.67644,-73.98082,165,10
-33.89373,151.21378,80,10
-22.9813700875,-43.2022381354,1701,9
-22.9575386469,-43.1932164789,351,8
-23.0159107198,-43.454057706,2499,9
41.14364,-8.61628,70,10
-33.89741,151.26982,225,10
41.39416,2.16365,255,10
-33.89333,151.25656,171,9
45.48979,-73.58022,30,9
21.28172,-157.83818,349,8
-22.9556576391,-43.2008673622,287,9
41.39982,2.15413,115,10
41.14542,-8.608270000000001,50,9
-22.9274081218,-43.1767431589,90,9
22.4483,114.1631,322,9
-22.9824757584,-43.192410877,560,10
22.282,114.1918,2802,9
-22.9755989037,-43.1887445332,351,9
45.51664,-73.58256,152,10
40.74771,-73.9474,130,10
41.417,2.16896,61,8
41.06255,29.01941,148,9
45.5169,-73.65637,195,8
22.30547,114.17296,597,9
41.03165,28.97776,100,9
41.1555,-8.6495,30,10
41.14228,-8.61492,150,10
-22.9628089738,-43.1682670648,351,9
41.0457,28.9814,121,9
41.1541,-8.59097,25,10
-33.6907,151.30735,999,9
40.9939,29.03163,63,9
20.76445,-156.4587,277,9
19.39935,-155.88096,135,10
41.00339,28.96508,448,9
-23.0134403732,-43.3134595537,630,10
20.76387,-156.45891,231,8
-33.8708,151.1971,200,9
-22.9275772527,-43.1774260806,142,9
19.31372,-155.88241,75,10
19.64393,-155.99708,97,9
21.30852,-157.84343,165,10
41.05407,28.99037,264,9
41.02535,28.97084,369,9
45.44423,-73.69275,78,9
22.30635,114.1714,597,9
45.52143,-73.58359,35,9
-23.0106686046,-43.3200523121,3544,10
45.53617,-73.57605,81,9
22.27983,114.18976,1099,8
41.00353,28.97325,84,9
21.00432,-156.64867,150,10
-23.001941778,-43.3247357893,701,8
45.50488,-73.55591,149,10
21.29013,-157.83768,35,9
41.14739,-8.61825,53,9
-22.9711264608,-43.1894950097,298,10
-22.9344261165,-43.1779021116,127,9
-22.8167172119,-43.2015242434,112,10
20.936890000000002,-156.69171,799,9
21.2743,-157.8238,500,10
20.86114,-156.66885,245,10
41.3843,2.17534,39,10
41.42083,2.19001,25,8
41.00493,28.97362,765,9
21.27638,-157.82357,88,9
21.27472,-157.82463,82,9
20.93999,-156.69268,324,10
40.64933,-73.97227,45,9
21.6217,-157.91711,269,8
20.971,-156.67924,299,10
22.32324,114.15992,502,10
-22.9698661803,-43.3897630927,1000,9
22.28572,114.15234,502,9
41.14586,-8.60559,49,10
21.57105,-158.11176,65,10
41.14186,-8.60849,80,9
41.11846,-8.5906,50,10
-22.9113895146,-43.3818514039,67,10
19.13933,-155.77167,58,10
41.39294,2.15128,420,9
45.52406,-73.56223,150,10
22.28174,114.14919,2496,9
40.85396,-73.89872,34,10
-22.9740449906,-43.1888310656,578,9
-22.886598031,-43.3717300748,560,9
41.14562,-8.60757,75,9
45.51778,-73.56646,20,9
45.52967,-73.6079,36,9
-33.937,151.15274,60,10
21.27285,-157.82086,142,9
21.88174,-159.47467,400,9
45.45091,-73.57051,50,10
45.44134,-73.69114,240,9
-22.9858666841,-43.2099709108,168,9
40.70806,-73.94224,60,10
41.04368,29.01035,195,9
41.14924,-8.6006,35,10
21.3031,-157.78934,299,10
41.15309,-8.61479,32,9
21.28648,-157.8326,249,9
41.41111,2.21275,805,9
-22.9606496602,-43.1687164133,179,9
-33.53785,151.23946,139,9
-33.83325,151.23757,139,9
-22.9313615582,-43.1746689324,198,9
40.59058,-73.79248,125,9
41.39478,2.16524,300,9
40.91298,29.15641,121,9
20.95465,-156.6868,300,9
41.15207,-8.59966,55,9
40.85704,-73.93789,73,9
-22.9746147439,-43.1920187373,101,10
-22.9136877736,-43.1875826832,63,9
45.50165,-73.57803,90,9
-22.9220110569,-43.1896614289,1529,9
22.01071,-159.33923,119,9
-23.0228827301,-43.4866220132,1865,9
41.39087,2.18338,50,10
41.39294,2.1653000000000002,295,9
41.03485,28.97312,385,10
-22.9370311771,-43.3602245299,988,9
41.15722,-8.68085,129,10
41.40113,2.15738,30,9
40.72665,-73.98717,140,10
-22.9888347891,-43.4146349556,933,9
22.22264,-159.54745,604,9
-33.89307,151.21532,569,9
45.52865,-73.59698,55,10
41.05077,29.08174,264,9
41.39533,2.16316,18,10
41.14987,-8.60701,65,10
45.52296,-73.56972,208,10
21.2862,-157.83334,99,9
22.27804,114.18065,243,8
-22.9285972846,-43.2299779485,78,9
-33.86252,151.20904,200,9
20.6915,-156.43701,150,10
-33.87702,151.21367,209,7
40.71109,-73.94332,125,10
40.70699,-73.92188,149,9
-23.0239276704,-43.4846419556,1044,9
-33.87546,151.21355,370,9
21.67923,-158.03886,95,10
41.14839,-8.61723,70,9
40.68604,-73.95375,50,10
41.34608,-8.74634,120,10
45.51664,-73.57039,90,10
21.27703,-157.82304,130,9
41.04854,28.99883,369,9
41.05221,28.97717,105,9
21.28198,-157.82726,119,10
40.99568,-8.64343,45,9
-22.9830022576,-43.1946153865,172,9
-33.88743,151.23062,80,9
22.284,114.15096,416,10
41.37144,2.1651,63,10
-33.79762,151.28492,205,10
-33.90298,151.25337,254,10
22.28614,114.15097,267,9
-33.76212,151.30006,151,9
-22.9847236599,-43.2164927467,261,9
-22.9172028509,-43.2546146108,451,9
41.39264,2.1444900000000002,75,10
-22.9884698709,-43.1931778787,201,10
22.28117,114.1509,597,9
19.14801,-155.76034,55,9
-23.0260585277,-43.4631221396,2238,9
-22.9814231391,-43.1940648789,1000,9
-22.962923492,-43.4069551211,116,10
21.27936,-157.82476,118,9
40.70821,-73.95001,90,10
40.8053,-73.94704,375,9
-33.8964,151.26186,50,9
-23.001846486,-43.3706194857,701,8
-22.979131217,-43.3633867446,373,9
-22.9828711603,-43.2102026575,149,9
41.40308,2.21291,90,10
41.05722,29.00656,158,9
45.53724,-73.62176,181,9
-22.9735652844,-43.3971432427,1306,9
41.03494,28.98424,84,9
21.88141,-159.46435,425,10
22.28346,114.14934,848,9
41.14441,-8.60865,40,10
41.14501,-8.61289,60,9
41.14958,-8.62354,60,10
40.71758,-73.95525,225,9
-22.9842711278,-43.2201622527,373,9
-33.84673,151.07343,188,10
-33.87586,151.21476,230,9
40.72741,-73.97529,142,9
-22.9720634076,-43.3925456627,1119,10
22.28634,114.14292,1751,10
-22.9829156875,-43.2012568008,149,8
45.58603,-73.52985,75,9
-33.89507,151.27023,38,9
45.46794,-73.5702,102,10
40.7728,-73.98737,139,9
-33.87049,151.22488,119,9
41.40951,2.20314,40,10
-22.9747578736,-43.1918569821,104,9
-22.9436846565,-43.1813135117,317,9
40.67274,-73.97339,175,10
41.1582,-8.6187,17,9
22.27934,114.12979,785,9
41.37805,2.17304,67,9
22.28096,114.18207,1350,9
21.00054,-156.65856,245,10
-33.87621,151.22801,199,10
40.79415,-73.97323,125,10
41.13442,-8.60844,60,9
-22.934620608,-43.2425555351,142,10
-33.77183,151.27924,699,9
-33.86903,151.20637,161,9
41.17498,-8.62705,14,9
-22.9723422933,-43.3976665236,1865,9
40.73955,-73.98243,199,9
41.16032,-8.62518,33,9
-33.87226,151.22674,125,10
45.51623,-73.57517,177,8
19.56576,-155.96146,145,8
-23.0100100331,-43.3657572378,560,10
-33.88189,151.21272,100,9
40.71889,-73.95796,550,9
22.28109,114.15103,338,9
41.14834,-8.60154,65,10
40.71503,-73.94733,125,10
41.37749,2.17231,100,9
45.49826,-73.58003,62,8
41.00577,28.98284,148,9
-22.9756675302,-43.1901201093,116,9
41.00324,28.97428,591,9
41.03494,28.97185,90,9
41.18844,-8.70481,49,10
41.40439,2.17588,45,9
22.28493,114.14243,550,9
45.51344,-73.57453,103,9
-33.84125,151.21491,100,10
-23.0120750207,-43.4739192209,5595,9
41.38371,2.16685,40,9
-33.89695,151.17393,50,9
45.52797,-73.54985,30,10
40.70173,-73.91504,89,10
40.66298,-73.7621,35,9
-22.9006193318,-43.2280854753,351,9
45.52588,-73.55997,25,10
-33.96822,151.15248,45,10
41.40604,2.17728,250,8
40.64895,-73.94838,53,10
-22.9881577203,-43.4919386413,164,9
40.8235,-73.94332,250,9
41.36439,-8.75216,112,10
41.3921,2.17623,130,10
22.28544,114.13627,518,10
22.06858,-159.31839,420,10
40.7303,-73.98823,84,9
-33.74605,151.20925,181,9
40.69454,-73.93319,73,9
40.7672,-73.98457,150,9
41.08376,28.999390000000002,185,9
-22.9570826546,-43.1928538405,250,9
22.27809,114.23519,557,9
22.28559,114.14756,400,9
-22.9686712255,-43.186383498,298,9
-22.9700260566,-43.3917485723,500,9
40.64498,-73.98191,46,10
-22.9602210545,-43.2026995966,220,9
41.06991,29.0034,132,9
20.89045,-156.68401,215,10
41.00203,28.97823,1213,9
-22.8984603177,-43.3495329312,119,9
41.17922,-8.67867,50,8
41.15229,-8.62302,35,8
40.81093,-73.95928,100,10
41.08688,29.0676,596,9
21.33991,-157.70142,450,10
40.71675,-73.95725,60,9
-22.998716580299998,-43.4209703026,899,9
21.27929,-157.82515,114,8
41.15223,-8.67559,100,9
40.62356,-74.07571,120,9
41.37295,2.16953,22,9
41.37475,2.15691,40,9
41.15138,-8.62513,35,10
41.41089,2.15942,125,8
41.15779,-8.58458,80,10
21.39727,-157.73154,215,9
-22.9709847515,-43.3868493784,1000,9
40.71319,-73.95822,300,9
45.53414,-73.60352,60,6
41.15099,-8.66959,45,9
40.70843,-73.9588,54,9
41.41737,2.1962,25,9
41.3866,2.15307,320,8
-23.0172799687,-43.4524042581,451,9
45.51006,-73.56244,123,9
41.01513,28.66268,84,9
-33.9073,151.21019,45,9
41.03942,28.98276,153,10
45.523740000000004,-73.59279,68,9
20.69012,-156.43536,486,10
41.05296,28.99582,475,9
-33.84212,151.20197,550,9
40.83625,-73.93915,140,9
-22.9226455887,-43.2342636021,86,10
-22.9869784121,-43.2198529746,257,9
41.39244,2.15962,159,9
-23.0053445973,-43.3242827848,500,9
22.31832,114.17131,290,10
-22.9620268864,-43.1703921056,48,10
41.07497,29.01629,211,9
-22.8844096,-43.2792291342,746,9
-22.9690513108,-43.1881914127,220,9
41.18075,-8.63082,26,10
20.75577,-156.45699,185,10
45.52045,-73.60951,35,10
41.29769,-8.73417,60,10
40.76647,-73.98146,199,9
40.69181,-73.94312,60,10
40.57476,-74.00101,80,10
45.55088,-73.62597,42,9
41.15773,-8.62093,60,9
19.48659,-155.89199,95,10
-22.9193949254,-43.3956193359,601,9
41.15938,-8.61174,109,9
21.28726,-157.83363,99,9
45.46374,-73.64172,60,9
22.45054,114.00079,196,9
45.52408,-73.5851,149,9
40.79057,-73.98024,100,9
20.97104,-156.68034,800,10
-22.9106989094,-43.1845764245,119,9
41.37977,2.1524,100,9
40.77472,-73.98641,110,9
22.31933,114.17146,259,10
22.30296,114.25503,447,10
41.392,2.1633,145,10
22.32589,114.16775,447,9
-22.9769147849,-43.1937321338,11190,9
41.39243,2.17481,129,9
45.54424,-73.58889,40,6
21.39416,-157.73271,150,9
45.54335,-73.62993,51,9
40.7038,-73.92712,50,9
-33.86397,151.20828,149,9
41.37864,2.1564,38,10
22.29663,114.17212,330,9
-22.9340064371,-43.1807315779,634,9
21.28271,-157.82889,149,8
21.26128,-157.82003,110,9
41.35324,2.14759,230,9
21.27925,-157.82811,305,9
21.5517,-157.8499,350,10
41.03782,28.97675,121,10
45.47641,-73.61355,35,10
21.27886,-157.83285,351,10
41.0428,29.04467,1160,9
40.91311,29.15816,190,9
21.28953,-157.69614,275,10
22.05323,-159.32794,149,10
20.97214,-156.67817,148,10
41.03634,28.98192,538,9
40.98222,29.02821,148,10
40.74577,-74.00606,150,10
45.49633,-73.58359,35,8
40.69295,-73.90792,149,10
40.69559,-73.90796,100,10
45.47116,-73.589,47,10
21.27678,-157.82123,80,10
41.37207,2.15659,24,9
40.7708,-73.90036,70,10
41.15337,-8.67515,120,8
-33.82085,151.23421,90,10
40.69493,-73.9294,38,9
41.01388,28.9754,63,9
21.39114,-157.73366,249,9
20.72946,-156.45006,179,10
41.18378,-8.69332,125,10
20.93195,-156.26062,200,9
40.72255,-73.99346,375,9
22.31898,114.17106,400,9
41.16058,-8.61976,75,9
21.27983,-157.82805,449,10
22.21905,-159.47242,130,9
45.54521,-73.59906,38,10
22.22053,-159.47223,230,9
-22.9612930684,-43.1719552084,250,9
-22.9649915466,-43.397070954,280,8
45.51989,-73.56642,154,10
40.71677,-73.94124,200,10
-23.0159892525,-43.472694804,298,10
20.79559,-156.50456,385,9
20.72891,-156.45098,229,10
45.52683,-73.59681,70,10
41.04429,29.00314,74,9
-33.80093,151.26172,471,8
20.88064,-156.68398,935,10
21.32606,-157.81156,249,10
41.39454,2.17533,69,10
20.79652,-156.50643,799,9
-33.88969,151.28483,100,10
41.3784,2.12421,27,9
-22.9644605336,-43.1768126767,298,9
20.93787,-156.68985,595,9
41.00429,28.96902,179,9
40.69494,-73.91298,40,10
40.99062,29.0266,63,10
40.75533,-73.87804,40,10
41.39002,2.16589,200,9
22.39939,114.10809,11681,9
41.14586,-8.557,9,10
40.75005,-73.99898,90,9
-33.87552,151.21345,171,8
40.71865,-73.96392,249,10
45.55174,-73.649,89,9
45.53347,-73.57646,75,9
-33.83772,151.24345,1105,9
-22.9858216765,-43.1909667499,261,9
41.16033,-8.60207,42,10
40.79501,-73.97132,180,9
40.71354,-73.95095,90,9
41.00611,28.97082,1186,10
41.3918,2.18951,29,9
41.06931,28.99425,295,9
41.02525,28.58381,1055,9
40.86455,-8.3692,80,10
19.91589,-155.87972,184,9
20.91573,-156.69406,500,10
40.73226,-73.98688,100,9
-22.9820318598,-43.1939845965,369,10
41.38189,2.18198,76,10
45.53713,-73.5671,79,9
41.16098,-8.6022,39,9
41.15633,-8.60756,85,10
40.71862,-73.99154,125,8
41.37787,2.19006,38,10
21.28506,-157.83915,528,10
40.83796,-73.9016,38,9
45.54477,-73.59448,64,10
21.69442,-158.0201,590,9
45.50835,-73.57004,114,10
-22.8437129576,-43.3124169642,75,10
19.70353,-155.97224,329,9
41.06038,28.91629,74,10
40.79281,-73.93955,40,10
40.74615,-73.91704,98,10
-22.9664466194,-43.3870663032,250,10
-22.9689432704,-43.188320547000004,201,9
-22.9904451674,-43.5516249344,500,9
40.63333,-74.11311,125,9
45.55157,-73.55208,85,10
40.79377,-73.96586,330,10
45.51725,-73.5571,32,10
-22.9783146313,-43.2230864915,157,9
41.38667,2.18177,24,10
40.67539,-73.89039,33,9
22.28857,114.20927,369,9
45.45702,-73.57064,81,10
-22.9762672894,-43.1929856454,261,9
40.68891,-73.92084,75,10
40.7245,-73.99419,299,8
41.14425,-8.61834,89,10
40.67838,-73.95549,145,9
41.07197,29.0,749,9
41.38977,2.17532,130,9
45.52707,-73.59285,75,10
-22.9496410027,-43.1920731602,798,9
40.70052,-73.75184,400,9
-33.90304,151.26412,390,9
-22.9703870514,-43.4184364712,250,9
41.23035,-8.66031,50,9
40.7459,-73.83298,50,10
40.80677,-73.94625,110,10
41.26027,-8.61602,55,9
41.1453,-8.60858,40,9
41.3767,2.1598800000000002,50,8
