latitude,longitude,price,score
-22.9710323009,-43.1870851516,179,9
41.00363,29.19203,148,9
-22.9687093639,-43.1888444063,131,9
41.40208,2.1823,20,9
21.28583,-157.83321,109,10
41.08439,-8.654160000000001,135,9
40.80758,-73.93702,140,9
40.696,-73.92964,65,9
40.70087,-73.92351,70,10
40.59116,-74.08174,275,10
41.41089,2.17648,100,9
40.73815,-73.98443,300,9
21.8732,-159.45065,259,9
22.27757,114.17694,322,9
45.51406,-73.563,125,10
-22.9646178296,-43.1787508116,399,9
40.63241,-73.89367,100,10
21.55359,-157.85218,125,8
41.33714,-8.477,22,10
41.00943,-8.64026,100,10
19.94625,-155.85528,228,8
21.64361,-158.06438,199,10
41.15129,-8.62077,50,8
-22.9725376582,-43.3831067285,250,8
-23.0157246481,-43.3022327497,276,9
41.4025,2.14984,62,4
41.14858,-8.66899,25,10
41.17034,-8.61182,30,9
-22.9804577176,-43.2356195566,142,10
41.42255,2.15739,31,9
40.71871,-73.96234,55,10
-22.9852172161,-43.2007022722,116,10
45.52621,-73.5571,25,10
-22.927833289,-43.1726064965,179,9
21.57958,-158.17481,130,10
41.41004,2.2273300000000003,35,8
21.58147,-158.14192,200,10
40.81036,-73.94504,71,10
20.79562,-156.50624,110,10
20.21631,-155.83072,115,10
21.4094,-157.74532,142,10
-33.62564,151.31642,689,9
-33.88424,151.2154,350,8
-22.9577382028,-43.1847178794,131,10
21.61791,-157.91443,265,9
21.69891,-157.99459,150,10
-22.9642912311,-43.1789180742,201,10
41.39785,2.17228,32,9
40.76338,-73.99552,200,10
41.40625,2.19013,85,9
40.73523,-74.00255,130,10
21.87529,-159.44913,143,10
22.28933,114.19362,997,10
45.48849,-73.6053,81,10
41.40975,2.17505,18,9
22.2853,114.14609,950,9
22.28586,114.14311,1201,9
-33.88515,151.21088,151,9
-22.9656232918,-43.1836448369,60,9
21.27982,-157.82313,88,8
-23.0110382386,-43.3285302249,298,10
41.37391,2.1633,18,10
22.28855,114.14315,573,10
22.28458,114.15013,801,9
40.70778,-73.94884,170,10
-22.9822342503,-43.1985337391,138,10
22.22274,-159.47746,85,9
-33.91446,151.24591,43,10
41.3815,2.18864,38,10
41.0314,28.98158,190,10
41.09937,28.80001,100,9
41.05115,29.01933,596,9
-22.9701945255,-43.185196067,101,10
-22.934089896,-43.1767820676,459,9
-22.9488589181,-43.1857448361,67,9
45.5369,-73.58217,44,10
-22.9139773387,-43.1880041329,250,8
41.37419,2.12841,23,10
40.76382,-73.98007,305,9
21.56933,-158.111,99,9
21.29329,-157.78624,100,10
45.4971,-73.58133,50,9
41.15314,-8.61054,50,9
22.23514,114.2265,1374,9
45.52006,-73.55553,94,9
20.99393,-156.66815,463,9
40.71424,-73.9664,115,10
40.81156,-73.94571,55,9
19.86134,-155.09392,450,10
22.22342,-159.48204,312,10
20.93332,-156.68654,310,10
41.37998,2.17518,150,9
45.54144,-73.58808,60,9
40.86533,-73.89713,40,8
-22.9750885969,-43.1877473741,172,8
40.73806,-73.98087,429,8
40.67124,-73.98625,218,9
41.39367,2.14969,195,8
45.45145,-73.57098,58,10
45.51719,-73.61799,115,10
-33.89368,151.20036,75,9
21.27906,-157.82213,80,10
41.04834,29.02695,100,9
41.37549,2.13237,15,9
40.7739,-73.94782000000001,78,9
41.41753,2.11732,95,10
45.52445,-73.61179,46,10
41.3859,2.18227,15,9
45.53431,-73.57534,140,9
41.00258,28.8721,132,9
45.49484,-73.58,137,9
45.54842,-73.59605,40,9
45.49455,-73.57844,110,9
41.14442,-8.61234,50,10
-33.93316,151.23721,115,10
41.00488,28.96755,264,9
41.08101,29.00439,79,9
41.37339,2.16296,209,8
22.29879,114.17509,1562,9
22.2751,114.16853,1499,8
-33.89868,151.27248,350,10
41.15095,-8.61799,60,9
41.05807,28.93928,200,9
41.39106,2.1509,39,10
41.14469,-8.61285,70,9
41.06944,29.04246,100,9
40.67148,-73.97479,198,10
19.71375,-155.0728,79,9
-33.76119,150.95347,88,9
40.79324,-73.94037,65,10
40.70953,-73.96445,190,10
-22.9612322916,-43.3957321012,175,10
41.03315,28.98387,269,10
45.5301,-73.56211,39,10
41.0383,28.97342,248,9
22.28754,114.14587,440,9
41.22715,-8.71786,100,9
20.98825,-156.66581,132,9
-33.88816,151.27836,2000,9
-33.87128,151.27395,399,9
-22.9121024344,-43.1846135488,93,10
41.38926,2.1644,599,9
41.1584,-8.60792,39,9
19.44145,-155.28143,175,10
-33.91571,151.24573,240,9
22.30908,114.17062,298,7
41.14427,-8.61549,85,9
-33.88871,151.21271,300,8
-23.0050364132,-43.3307684759,134,10
-33.92391,151.18622,135,10
41.16256,-8.60569,55,10
-33.87964,151.25417,225,9
40.76816,-73.9619,150,9
40.68887,-73.92903,95,9
41.14543,-8.61062,75,9
41.15227,-8.59971,80,10
-33.88081,151.18334,119,9
40.54106,-74.14666,70,10
21.57918,-158.15725,65,10
41.40631,2.17178,60,9
45.54517,-73.61051,95,10
-33.91585,151.20181,225,10
20.91468,-156.32303,189,9
-33.90277,151.26372,999,9
40.96826,29.10186,90,9
22.33107,114.16676,181,10
41.1432,-8.618030000000001,65,9
41.15772,-8.61302,45,10
40.68844,-73.90531,49,10
21.31184,-157.85228,95,10
-33.8949,151.2729,169,10
40.67034,-73.93902,87,10
-33.88472,151.27247,171,10
22.27735,114.17511,361,9
41.39044,2.17689,35,8
41.00629,28.96917,295,10
41.39574,2.17652,30,10
-33.96629,151.25151,171,10
-22.9536460926,-43.1887567744,351,8
21.27219,-157.81261,319,8
45.51895,-73.56963,68,9
40.69912,-73.93508,65,10
40.73732,-73.90168,48,8
40.67638,-73.91578,42,10
41.39696,2.15555,101,10
-33.79309,151.28247,350,9
-33.89618,151.1561,109,10
19.72866,-155.98373,100,10
-33.86119,151.20532,380,9
40.71542,-73.99045,127,9
-33.79106,151.27912,280,10
21.2855,-157.83398,50,9
21.31369,-158.00071,175,10
45.51836,-73.55957,101,10
-33.91078,151.22424,100,10
-22.9684588694,-43.1862615161,45,9
19.61387,-155.98172,200,9
40.88288,29.06121,527,6
-33.61089,151.32905,1200,9
41.37261,-8.76167,33,9
45.49533,-73.5699,189,9
19.42905,-155.22552,175,9
45.49243,-73.57005,82,10
22.05558,-159.32462,129,9
41.38052,2.17934,43,9
41.40775,2.17784,60,9
41.15101,-8.60825,55,9
41.06292,28.9258,200,9
-22.9146547422,-43.188011582,90,9
41.04209,28.93406,148,9
40.69092,-73.92866,150,10
21.34049,-157.84952,135,10
-33.8771,151.22814,119,10
-34.084,151.15653,260,9
45.49545,-73.58089,99,9
-22.984457093,-43.2167104359,399,10
19.57833,-155.04581,84,9
21.28582,-157.83903,275,10
-33.90135,151.17563,181,9
45.51301,-73.55963,75,10
40.72149,-73.96174,110,10
45.53454,-73.57684,50,10
40.99609,29.08361,179,10
-33.9544,151.00705,296,10
-23.011040796,-43.3549963202,548,9
-33.87815,151.21023,151,10
22.27564,114.16813,793,9
40.81749,-73.94315,110,10
45.51525,-73.55529,90,10
41.38542,2.18067,40,10
45.51693,-73.59851,85,9
22.2779,114.17739,1303,9
41.14974,-8.60525,69,10
21.38546,-157.73049,290,9
21.28588,-157.83365,90,9
-33.79841,151.07671,36,9
20.90555,-156.37272,95,10
20.951340000000002,-156.68832,230,9
22.05299,-159.33306,129,10
-33.90502,151.20954,100,10
-22.9849710355,-43.226941563,298,9
-33.87897,151.21538,175,10
-22.9863117514,-43.2257598195,1000,9
40.66838,-73.93134,50,10
-33.87175,151.19396,300,7
40.82098,-73.94214,75,10
-33.89753,151.15609,151,10
40.71749,-73.95246,200,10
41.17025,-8.61834,26,10
-22.9859366115,-43.1952567064,242,10
45.50213,-73.55811,70,9
-33.93171,151.13956,50,10
-33.88709,151.26919,500,9
22.53832,114.1237,86,10
40.74383,-74.0034,120,9
41.14946,-8.60696,200,10
20.69263,-156.43391,320,9
20.8751,-156.67428,220,10
40.82415,-73.92778,50,9
-33.89164,151.25213,129,10
41.16058,-8.6056,85,9
45.55405,-73.61762,30,10
41.39602,2.17944,45,10
19.997,-155.81746,1100,8
40.79449,-73.97347,100,9
19.61006,-155.97896,500,9
21.69889,-157.99358,100,9
-33.84753,151.07253,159,9
-33.89424,151.25654,161,10
-33.79024,151.2868,100,9
21.28486,-157.81679,149,10
-22.9788550495,-43.1899504871,1660,10
40.73292,-73.95987,250,9
-33.92619,151.25062,50,9
40.71258,-73.95976,150,9
41.03661,28.97665,353,10
40.85425,-73.93585,80,9
-33.62716,151.31776,161,9
40.71916,-73.99229,98,9
41.37247,2.16651,110,9
40.96469,29.07722,121,10
-33.92244,151.24527,119,10
22.0625,-159.31981,169,9
45.52932,-73.57922,81,9
40.68493,-73.94403,179,10
40.71459,-73.96171,199,10
40.7338,-74.00328,150,10
22.279,114.17171,801,9
-22.978756301,-43.2362557685,149,9
-33.97051,151.10714,55,9
-33.82516,151.07851,100,9
22.28699,114.14013,1397,9
19.441,-155.88717,74,10
22.28138,114.15171,722,10
-33.86413,151.20686,250,9
40.82184,-73.95031,69,9
-33.81454,151.04927,135,10
41.00937,28.97577,179,9
40.84862,-73.93299,70,10
22.28746,114.15042,573,10
40.73282,-74.00095,210,9
22.28275,114.18591,652,7
21.26749,-157.78819,1500,9
45.53031,-73.591,27,9
21.28164,-157.82797,169,9
45.52141,-73.56503,30,9
41.1545,-8.60315,60,9
-22.929580623,-43.1753047877,347,9
22.29456,114.27299,353,9
-33.63131,151.32562,118,10
40.86914,-73.8951,79,9
41.02628,28.9694,200,9
19.58556,-155.96845,194,10
40.70628,-73.94541,149,9
22.2893,114.19518,675,9
41.39598,2.16991,60,9
41.37333,2.17377,59,9
41.37437,2.13318,38,10
40.68471,-73.95325,130,9
22.4435,114.03646,330,9
41.15279,-8.60892,30,10
41.40151,2.1734,98,9
40.77547,-73.98154,225,10
19.58194,-154.97853,74,10
22.30716,114.16634,361,10
41.39012,2.16365,242,10
-22.9177148273,-43.1859630666,101,9
-33.86836,151.20372,161,9
22.28815,114.14881,440,10
45.53345,-73.61238,301,9
-34.04533,151.15522,350,9
40.7235,-73.97963,200,10
45.5447,-73.54141,60,10
-33.8927,151.26191,90,10
45.54964,-73.5972,58,10
41.38277,2.17632,50,9
45.5188,-73.58047,75,9
41.38712,2.14478,18,9
22.28652,114.14149,714,9
41.14931,-8.61142,50,10
41.14777,-8.61326,45,10
45.49135,-73.57634,85,10
20.91356,-156.37856,88,10
-22.9758428153,-43.1908676851,1201,9
40.70538,-73.91322,73,9
21.87576,-159.45774,402,8
40.72866,-74.00095,226,10
40.73089,-74.00302,139,9
40.81488,-73.94221,85,10
41.3978,2.2045,50,9
41.16029,-8.59236,100,9
-33.875280000000004,151.20524,200,10
-33.88645,151.20045,108,9
41.048,29.00551,100,9
41.03254,28.98571,148,9
-22.9670636493,-43.3912881176,298,8
-33.89753,151.19855,129,10
-33.79748,151.28481,203,9
45.45558,-73.65647,189,10
40.71084,-73.94861,99,9
41.01867,28.60004,422,9
22.27557,114.17391,495,9
-33.85557,151.18048,119,10
-22.9761765041,-43.190981264,101,10
-33.99202,151.13183,70,9
45.59306,-73.55593,250,9
-33.88863,151.27104,70,10
22.29117,114.20205,251,10
-22.9732521539,-43.1857814584,701,10
-22.9842434889,-43.2234354549,310,8
41.39578,2.14992,30,6
-33.85209,151.17802,185,10
41.02619,-8.634,47,10
41.40323,2.16932,40,9
-33.82625,151.07919,50,9
41.16769,-8.63539,40,9
22.28435,114.1486,2496,9
40.84906,-73.85418,70,9
-33.91258,151.17758,100,9
41.15461,-8.59873,50,9
22.28824,114.14695,314,8
21.31488,-158.01538,39,9
41.03801,28.98113,316,10
45.49617,-73.57454,169,8
21.44059,-157.83791,69,10
40.87374,29.13014,100,9
-22.922300681,-43.2184637164,500,9
41.04185,-8.6467,65,9
22.29665,114.27374,314,9
19.5645,-154.96857,100,10
20.93499,-156.69191,140,10
-34.08139,151.1452,280,9
20.68934,-156.43514,174,9
45.48879,-73.58387,125,9
-33.88413,151.21187,60,10
22.28243,114.12801,589,10
-33.89609,151.21552,51,10
-33.88521,151.27372,71,10
-33.87589,151.25774,146,9
-33.89235,151.19911,100,9
22.22382,-159.49025,215,9
22.30852,114.16681,236,10
45.46637,-73.56827,85,9
21.28676,-157.84062,125,8
40.72556,-73.94368,59,10
41.41484,2.18146,55,9
45.53554,-73.57471,85,10
-33.75039,151.17179,249,10
22.28166,114.15288,801,9
41.37552,-8.66405,50,10
-33.78763,151.12489,63,9
40.66477,-73.99516,79,9
45.49466,-73.58189,50,9
22.21678,-159.48597,350,9
41.02618,28.97227,142,9
41.01694,29.06929,264,10
40.74512,-73.99179,200,9
45.53572,-73.58701,60,9
22.28427,114.15234,659,9
45.57756,-73.54099,60,9
22.27669,114.17789,699,10
41.03037,28.97487,348,10
41.39611,2.16745,268,8
19.43352,-154.91389,92,10
20.94855,-156.68821,692,9
21.87561,-159.45807,436,4
45.51421,-73.55421,79,8
-33.90539,151.25894,85,10
-33.88356,151.26394,109,10
-33.86357,151.28165,61,10
21.33344,-157.85729,120,10
41.3926,2.1801,19,9
-33.90579,151.23572,159,10
21.27904,-157.82323,58,10
40.7189,-73.99177,120,10
45.52563,-73.57912,229,10
41.03276,28.98169,554,9
41.0619,28.98598,105,9
-22.9651272305,-43.1773872737,149,10
19.42714,-155.2315,179,8
-33.87968,151.16088,70,10
22.3062,114.1696,298,8
-33.894800000000004,151.21617,70,10
-22.9203408509,-43.186237638,149,9
-22.9838161168,-43.2177841606,1000,10
40.80754,-73.95151,58,10
45.52026,-73.59153,180,9
40.76875,-73.95965,95,10
40.69652,-73.92351,70,10
40.59745,-73.76032000000001,35,10
41.15075,-8.59347,100,9
40.79086,-73.96683,439,9
21.28129,-157.82668,120,9
40.73109,-73.98234,85,10
41.15543,-8.58926,35,10
22.35633,114.24231,377,9
-22.9872834355,-43.3108341304,295,9
40.74462,-74.00139,103,10
-33.95362,151.13905,635,9
-33.59329,151.30139,500,9
41.40354,2.16747,150,10
20.70952,-156.44235,442,9
41.379,2.15199,60,9
19.58918,-154.93676,59,10
40.60877,-73.97382,49,10
-22.9187870162,-43.1749793535,280,9
40.74227,-73.78707,90,8
41.40955,2.17724,108,9
41.14615,-8.6112,21,9
41.36859,2.13445,30,9
41.3953,2.17427,494,9
-22.9714783867,-43.3592836156,250,9
21.45516,-158.20228,69,10
40.65221,-73.95848,53,9
22.27967,114.1827,502,9
41.39423,2.1918,30,9
20.99009,-156.66475,125,10
22.28531,114.14154,652,9
40.7265,-73.86017,30,9
-22.9018226819,-43.2785058375,179,9
40.76752,-73.9314,150,10
-33.887950000000004,151.26711,260,10
40.71976,-73.99703,100,8
41.15516,-8.61536,90,10
45.65311,-73.56126,1746,10
21.26924,-157.80832,120,9
-33.8906,151.28557,350,9
40.68361,-73.98671,185,10
-33.88789,151.23079,151,9
41.14459,-8.61344,25,9
40.72254,-73.9855,285,9
40.72713,-73.98159,175,10
40.72871,-74.00602,80,10
-22.9623548053,-43.1743121043,261,10
22.2993,114.17455,981,9
40.75263,-73.98128,85,9
-22.9265134798,-43.2576288786,149,9
-22.9278040275,-43.2445003524,179,9
-33.79971,151.29014,449,10
45.55447,-73.61084,50,10
-33.8455,151.21217,85,9
41.3708,2.14606,60,10
41.14386,-8.6095,70,8
22.28654,114.14722,699,9
45.51881,-73.58595,110,9
40.72214,-73.93725,75,10
22.28314,114.12663,754,10
41.38044,2.1805,60,8
45.53002,-73.58194,140,9
19.7832,-155.09196,60,10
41.40431,2.18156,15,9
-22.9847567117,-43.2009960744,213,10
41.37338,2.15993,130,9
22.22789,114.11165,620,10
41.38006,2.15955,60,9
41.39727,2.16109,31,9
41.14446,-8.60372,50,9
40.74188,-73.99729,555,9
40.79917,-73.96765,75,9
40.97781,29.04148,200,9
22.31859,114.17222,251,9
40.75748,-73.91581,99,9
45.48981,-73.63598,27,10
41.14411,-8.64618,60,10
-33.93378,151.1014,115,10
41.16119,-8.60725,50,10
45.54571,-73.60306,75,10
-22.9705291371,-43.3931568882,101,10
-22.9247781842,-43.2380210696,119,9
41.38947,2.17062,99,9
22.286270000000002,114.14856,699,10
41.39454,2.20132,400,9
41.39654,2.16414,165,9
-33.9069,151.13553,109,10
41.08719,29.0046,475,9
-33.89488,151.26359,695,10
-33.89304,151.20201,97,9
21.29776,-157.83889,45,9
41.1375,-8.61351,45,10
40.68119,-73.93722,39,10
-22.9794695356,-43.1912999846,190,10
-22.915303227,-43.183342686,172,10
21.6681,-158.04346,166,10
20.86967,-156.31183,175,9
20.68948,-156.43694,200,10
22.28175,114.13011,196,9
41.03114,28.97237,53,10
21.582160000000002,-158.12406,95,9
41.38256,2.15144,45,9
21.27482,-157.8141,110,9
40.80803,-73.94647,200,10
45.52042,-73.5954,44,10
41.38829,2.1588,100,10
40.80355,-73.94647,110,10
-33.90528,151.17845,65,10
41.14922,-8.608740000000001,55,8
41.15627,-8.60819,64,9
41.39933,2.19603,52,10
22.29569,114.27492,699,10
45.49621,-73.59338,89,9
-33.93401,151.2337,395,8
45.46158,-73.56593,99,10
22.29891,114.17143,400,9
22.28056,114.15086,903,10
45.50504,-73.56397,250,9
41.40943,2.17851,75,8
45.53707,-73.60503,60,10
41.05292,28.98612,221,9
-33.60002,151.31928,300,9
41.37962,2.17611,60,9
41.38545,2.15649,450,9
20.23256,-155.87199,469,8
41.38154,2.16653,20,10
-33.79154,151.20011,80,10
40.7638,-73.87238,48,10
41.40419,2.16632,29,10
-22.9181878954,-43.1897890244,119,9
41.16264,-8.62281,35,10
19.61198,-155.9684,343,9
20.96104,-156.6836,269,10
41.3856,2.15576,500,8
40.66503,-73.95028,125,10
40.86883,-73.92126,89,9
-33.92407,151.19107,129,10
40.64709,-73.96655,45,9
41.1519,-8.61725,60,9
-33.87791,151.18843,264,10
40.85487,-73.91391,53,9
-23.0090729257,-43.3069470402,321,10
20.22656,-155.79756,110,10
22.39392,114.28777,353,10
41.13444,-8.63583,35,10
45.54516,-73.58724,36,10
41.39056,2.17074,100,9
40.72177,-73.98286,100,10
19.57658,-154.97636,110,10
-22.9787483843,-43.2039655625,601,8
45.52577,-73.62719,50,8
-22.9323975647,-43.1747573925,224,9
41.04177,28.98476,142,9
41.00962,-8.4022,78,9
41.39542,2.16073,106,8
21.38483,-157.71179,595,8
41.38974,2.15816,74,9
21.41246,-157.79928,96,10
41.39483,2.14977,200,9
41.38741,2.18081,90,8
40.68445,-73.92662,160,10
41.13667,-8.61047,85,10
-33.67463,150.92501,47,10
22.32124,114.16922,338,9
40.97867,28.78406,501,10
40.78071,-73.95149,150,10
40.57609,-73.98605,110,10
22.28271,114.12722,801,9
-33.88826,151.27232,141,8
45.5558,-73.53136,75,10
40.71047,-73.96311,315,10
45.53344,-73.6159,250,10
45.53688,-73.55818,75,10
22.32113,114.17016,181,9
41.14907,-8.60324,75,10
21.28065,-157.82792,148,9
41.15624,-8.59597,160,9
41.14868,-8.61336,70,10
41.14655,-8.61294,140,9
-33.84424,151.21634,145,10
-22.9368630498,-43.1762609913,280,10
40.5938,-73.77373,50,10
41.0009,29.10406,269,9
-33.916760000000004,151.1542,200,9
-33.85905,151.18602,181,9
19.61383,-155.97974,80,9
22.32234,114.16735,353,9
40.7097,-73.94001,120,10
41.02979,28.98043,237,9
41.16112,-8.61902,35,9
22.28259,114.15399,997,9
41.06969,28.99178,179,9
40.68171,-73.92628,100,9
41.1562,-8.61875,21,9
45.52811,-73.54921,40,10
-22.9672516221,-43.181692035,131,10
41.14538,-8.60387,75,10
21.27708,-157.82255,113,8
-33.9661,151.24997,73,10
40.8136,-73.93606,150,10
22.31998,114.1705,447,9
22.31162,114.17048,589,8
40.74452,-73.98163,195,10
41.37292,2.16187,25,9
45.483,-73.57727,90,10
45.53488,-73.60038,199,9
41.00318,28.97887,148,9
41.34642,-8.75108,105,10
-33.72241,150.73077,40,10
40.80142,-73.95487,140,10
41.1163,-8.60757,45,9
45.49069,-73.57464,34,10
41.12113,29.06903,100,9
41.15206,-8.65228,55,10
40.73051,-73.98365,60,10
-33.973910000000004,151.09262,75,9
41.37671,2.16481,60,8
45.49127,-73.58207,130,9
-33.8837,151.18425,125,9
41.14472,-8.60957,55,10
-33.6212,151.32068,151,10
-33.90947,151.13138,70,9
40.67213,-73.98141,75,9
45.55369,-73.62827,81,2
22.28215,114.15007,314,9
40.84647,-73.89299,38,9
40.72571,-73.84944,197,10
45.51123,-73.57067,301,10
21.27477,-157.8236,551,9
41.38767,2.17109,500,8
-22.9802475168,-43.1928911822,93,10
22.31377,114.16989,1484,8
45.52331,-73.57373,68,10
22.28134,114.18182,447,9
45.53528,-73.57801,189,9
41.03629,29.22225,69,9
41.08107,28.99931,105,9
41.14557,-8.60732,60,10
-33.88325,151.22243,350,9
40.69055,-73.91599,30,9
45.48985,-73.57601,94,10
40.81711,-73.93563,51,9
40.67873,-73.98976,95,10
45.60982,-73.51038,19,9
-33.88274,151.28176,188,10
-33.90408,151.20752,129,10
41.39427,2.18007,70,6
22.2795,114.17872,314,9
-22.9811626572,-43.2030359633,134,10
-33.82787,151.18298,300,10
40.70341,-73.9292,54,10
41.40006,2.18269,40,9
21.28435,-157.74346,85,10
40.67438,-73.94071,90,10
-22.9675501631,-43.3860258061,1999,9
-33.87946,151.19174,135,9
-22.9765537905,-43.1904587781,71,10
-22.9071199543,-43.1746555159,119,9
-33.89401,151.24273,58,9
45.58961,-73.57725,46,9
20.98857,-156.66917,99,10
41.39925,2.15881,14,9
41.02143,29.01822,84,9
45.52813,-73.57349,40,10
-33.88672,151.19858,274,9
-22.9707497911,-43.1837996221,149,10
41.14976,-8.61297,50,9
41.41101,-8.63503,20,10
-34.04409,150.82356,70,10
-33.8957,151.27108,181,10
41.04177,28.98641,179,10
41.16304,-8.65701,75,10
-33.75052,150.95948,161,9
41.13824,-8.61219,45,10
41.39641,-8.77622,31,9
22.28256,114.15214,761,9
20.95145,-156.68808,260,10
40.80213,-73.94754,53,9
20.24861,-155.83491,60,10
41.04263,28.98566,765,9
41.40318,2.181,15,10
41.14728,-8.60288,100,9
21.25936,-157.79182,417,9
21.00118,-156.6585,380,10
-33.92647,151.25463,139,10
19.60476,-155.9655,68,9
41.16171,-8.60524,49,7
41.13593,-8.56464,31,10
22.31326,114.17134,1397,10
20.95283,-156.68747,377,9
41.14792,-8.61967,55,9
40.76438,-73.9886,350,9
21.28212,-157.75874,299,10
45.4797,-73.63139,50,10
41.406,2.16072,70,9
22.2987,114.17269,2002,10
41.30637,-8.73638,200,10
40.63993,-73.98209,41,10
-33.71992,151.29793,300,8
22.28357,114.13245,589,10
45.49594,-73.57264,105,9
40.83051,-73.82511,95,10
40.75844,-73.93154,100,10
40.64674,-73.89501,32,10
45.48112,-73.58786,60,10
41.3646,2.13769,25,9
41.39356,2.1966,30,9
22.29738,114.17237,196,9
19.57224,-155.96569,159,10
40.67488,-73.85568,110,10
41.18382,-8.60968,60,9
-33.80149,151.29402,195,7
-33.89957,151.19156,63,10
40.76387,-73.9618,72,10
41.1459,-8.60232,75,10
21.277,-157.82339,80,9
41.40124,2.15207,25,10
41.38499,2.18339,65,10
45.46425,-73.6434,74,10
41.02515,29.01925,47,10
41.16195,-8.67971,100,9
22.27814,114.14943,1499,9
41.03494,28.98141,111,10
21.29712,-157.78795,180,10
22.30627,114.18214,683,9
40.75463,-73.97062,399,10
-33.89161,151.26665,50,6
-22.9685535764,-43.3868599564,86,10
22.28313,114.13009,400,9
-33.80067,151.28998,600,10
21.41743,-157.74895,120,10
40.98823,29.05299,47,9
45.54549,-73.63168,23,9
40.69502,-73.8252,50,10
41.14511,-8.61434,65,9
22.05532,-159.32473,129,9
41.1671,-8.61001,50,9
41.41361,2.187,19,9
41.02957,28.94917,142,9
19.56773,-155.95926,135,10
40.77352,-73.95811,170,10
41.00946,-8.64322,70,9
22.28091,114.15313,848,10
22.30356,114.01098,801,10
22.32245,114.16977,447,9
21.29116,-157.83967,316,5
-33.88909,151.24043,50,8
41.14211,-8.6137,60,9
40.71876,-73.96253,250,10
40.73605,-74.00258,325,9
-22.9767487488,-43.1877334292,1250,8
21.32452,-158.07366,85,10
41.02976,28.97604,63,9
41.04391,29.01154,79,9
20.75522,-156.45645,256,9
-33.81722,151.00892,94,9
20.11881,-155.58451,155,10
41.1222,-8.44398,300,8
41.19964,-8.70197,29,10
21.28223,-157.82722,95,9
41.14957,-8.5984,34,9
41.37295,2.16837,15,9
41.14851,-8.60257,30,9
41.13416,-8.60907,20,8
21.40539,-158.16608,168,10
45.52764,-73.54923,170,10
41.15363,-8.60957,65,9
40.74619,-74.00559,149,8
41.40525,2.17691,26,10
20.71513,-156.44543,239,10
41.15277,-8.60355,100,9
41.15087,-8.62506,65,9
19.91954,-155.88843,500,10
45.49287,-73.58038,83,10
-33.90849,151.24847,115,9
-33.95576,151.03201,43,10
41.26997,-8.67803,85,9
-33.90617,151.21095,168,9
22.2852,114.14805,597,8
41.20192,-8.68827,38,10
45.51833,-73.59637,107,10
40.7114,-73.98794,94,10
40.6861,-73.93997,60,10
40.70602,-74.0072,40,9
22.31578,114.17198,353,10
40.7709,-73.99181,160,9
41.17499,-8.68681,85,10
22.29421,113.9522,848,9
22.27966,114.18369,1499,9
45.54855,-73.53516,130,9
45.46199,-73.57117,81,10
41.00474,28.93684,26,10
-22.9519541737,-43.1881014259,850,10
19.86094,-155.10658,68,9
-33.75922,151.28567,129,9
20.72371,-156.44795,194,10
41.38765,2.14387,32,9
41.00549,28.97244,121,9
40.73,-74.00122,196,9
40.7193,-73.98986,80,6
21.40389,-158.02927,280,9
-33.91163,151.25427,60,9
22.22189,-159.47602,100,9
-33.914,151.19946,999,9
41.38024,2.19151,55,10
41.14093,-8.61793,60,9
41.0297,28.97954,58,9
-33.87478,151.22752,90,10
22.32103,114.16752,581,8
45.55936,-73.59652,60,9
22.26711,114.18424,502,10
-33.89923,151.26842,290,9
41.39866,2.1617,25,9
-33.91329,151.14664,60,10
-33.87866,151.21926,419,10
41.03747,28.98276,649,5
41.16206,-8.57567,140,10
40.80832,-73.95275,115,9
40.77286,-73.94789,115,9
41.16084,-8.62392,71,10
45.54783,-73.59176,101,10
40.85258,-73.78762,100,10
41.0349,28.97182,58,9
41.15222,-8.59071,85,9
-33.89914,151.21444,70,10
41.05469,28.98674,211,9
41.39691,2.17911,66,8
41.4258,2.1527,23,10
40.65766,-73.72838,60,9
45.51985,-73.57404,85,10
41.40163,2.15266,30,10
41.39583,2.1621,99,9
41.14361,-8.61349,60,10
41.39811,2.18628,14,9
40.71043,-73.98174,157,9
21.3653,-157.73316,150,9
41.37105,2.16478,46,10
41.39584,2.1539,125,10
41.38797,2.17323,40,9
41.04911,28.97941,211,9
41.06854,28.99624,100,9
20.72605,-156.44825,179,10
45.51722,-73.55441,54,10
41.14905,-8.59521,53,9
41.15725,-8.62821,25,9
-22.9645532139,-43.1812133288,86,9
45.52711,-73.58225,40,10
-33.8364,151.21297,119,10
41.14762,-8.6041,85,10
20.9753,-156.67726,225,10
40.76652,-73.93502,70,8
20.959,-156.68452,189,10
45.55179,-73.59178,156,10
20.69087,-156.43508,210,10
22.32108,114.16959,165,10
41.15621,-8.62944,120,10
22.31892,114.16986,173,9
45.49274,-73.58134,67,9
40.75568,-73.96798,169,10
41.38533,2.14983,22,9
21.32348,-157.84189,59,10
41.11746,-8.60941,77,9
41.12849,-8.66611,300,9
21.27564,-157.81241,50,9
45.54322,-73.62093,58,10
41.16078,-8.64037,30,10
41.04321,28.98182,269,9
41.0099,28.65576,348,9
41.06423,29.01145,200,10
41.15355,-8.60509,55,9
-33.87941,151.214,129,10
45.53065,-73.58929,170,10
-33.78975,151.25322,590,9
41.379,2.15476,92,9
41.38321,2.18328,50,9
-33.86963,151.22603,751,10
